run_id,logged_at,event_subject,event_day,intent_protected,intent_label,intent_confidence,intent_reason,ai_action,ai_confidence,ai_reason,proposed_action,human_final_action,was_overridden,id,createdAt,updatedAt
78,2026-09-04T14:17:10.356Z,Board Preparation Meeting,11.09.2026,TRUE,active_contribution,0.9,"User is the organizer of a 'Board Preparation Meeting' with multiple attendees — the subject strongly indicates the user must actively prepare/lead or provide key input for a high-stakes board-related session, so it should be kept.",cancel,0.9,"You are the organizer of this single-instance meeting with 6 other attendees and responses are requested. As organizer, cancelling the event while you're out of office will notify attendees and remove it from everyone's calendars.",keep,keep,FALSE,11,2026-09-04T14:17:10.484Z,2026-09-04T14:17:10.484Z
79,2026-09-04T14:19:00.163Z,Team Sync,07.09.2026,FALSE,none,0.3,"Subject 'Team Sync' with organizer=true and 3 others suggests a small group meeting where the organizer might drive discussion, but there is no clear signal (role, recurring all-hands, 1:1, review or client) that this is relationship-critical or that the user must actively contribute. Ambiguous intent — do not protect.",cancel,0.9,"You are the organizer of a non-recurring meeting with 3 other attendees and responses are requested. As organizer, canceling will notify participants and remove the event during your out-of-office.",cancel,keep,TRUE,12,2026-09-04T14:19:00.257Z,2026-09-04T14:19:00.257Z
79,2026-09-04T14:19:00.163Z,Project Kickoff,07.09.2026,TRUE,active_contribution,0.85,"You are the organizer of a 'Project Kickoff' with five other attendees. Kickoffs typically require the organizer to present, set direction, and drive initial discussion, which is a clear active-contribution intent.",cancel,0.9,You are the organizer and there are 5 other attendees; as the meeting organizer it's appropriate to cancel the meeting for everyone while you're out of office so attendees are notified and the event is removed from their calendars.,keep,keep,FALSE,13,2026-09-04T14:19:00.258Z,2026-09-04T14:19:00.258Z
79,2026-09-04T14:19:00.163Z,Budget review,08.09.2026,FALSE,none,0.3,"Subject 'Budget review' could be informational or a working discussion, but user is not the organizer and there are multiple other attendees. No clear signal that the user must actively contribute, that it's career-critical, or that it's a large all-hands. Ambiguous intent, so do not protect.",decline,0.9,You are not the organizer and the invitation requests a response. Declining will notify the organizer and leave the meeting on others' calendars while removing it from yours during your out-of-office period.,decline,keep,TRUE,14,2026-09-04T14:19:00.258Z,2026-09-04T14:19:00.258Z
79,2026-09-04T14:19:00.163Z,Cross-Team Planning,08.09.2026,FALSE,none,0.3,"Subject 'Cross-Team Planning' with 13 other attendees and not the organizer suggests a collaborative meeting rather than a sole-driven, career-critical, or large all-hands update. There is no clear signal the user must actively contribute or that this is relationship/career critical, so protection is not warranted. Ambiguity about the user's role lowers confidence.",decline,0.9,"You are an invitee (not the organizer), the invitation requests a response, and this is a single meeting. Declining notifies the organizer/attendees and leaves the event on others' calendars.",decline,keep,TRUE,15,2026-09-04T14:19:00.259Z,2026-09-04T14:19:00.259Z
79,2026-09-04T14:19:00.163Z,Weekly (tbd),09.09.2026,FALSE,none,0.3,"Subject is generic ('Weekly (tbd)') with no organizer flag and no recurrence; attendee count (4 others) is small but provides no clear signal that the user must actively contribute or that this is relationship/career-critical or a must-attend all-hands. Ambiguous intent, so do not protect.",decline,0.9,"You are not the organizer, a response is requested, and this is a single-attendance meeting with several other attendees. Declining is the appropriate action to signal you will be absent while leaving the event on others' calendars.",decline,keep,TRUE,16,2026-09-04T14:19:00.260Z,2026-09-04T14:19:00.260Z
79,2026-09-04T14:19:00.163Z,Quick Catch-Up,10.09.2026,FALSE,none,0.3,"Title is generic ('Quick Catch-Up'), user is not the organizer, small group but no clear signal they must lead or that it's career-critical or a company-wide update. Intent is ambiguous, so do not protect.",delete,0.9,"User is not the organizer, a response is not requested (so declining is not expected), and this is a single small meeting. Remove it from the user's calendar only.",delete,keep,TRUE,17,2026-09-04T14:19:00.261Z,2026-09-04T14:19:00.261Z
79,2026-09-04T14:19:00.163Z,Review with Prof. (Supervisor),10.09.2026,TRUE,relationship_career,0.92,"Title explicitly indicates a 'Review' with a 'Prof. (Supervisor)'. This is a small, career/relationship-critical meeting where cancelling would carry professional cost; user is the organizer and there are only two other attendees, reinforcing importance.",cancel,0.9,"You are the organizer of a meeting with two other attendees and responses are requested. As organizer, canceling will notify participants and remove the event for all, which is appropriate during your out-of-office period.",keep,keep,FALSE,18,2026-09-04T14:19:00.262Z,2026-09-04T14:19:00.262Z
79,2026-09-04T14:19:00.163Z,Focus Time (self),10.09.2026,FALSE,none,0.9,"Subject indicates personal focus time; user is organizer and there are no other attendees. This is self-directed individual work, not a meeting where the user must actively contribute, a relationship/career-critical event, or a large all-hands to stay informed.",keep,0.9,"This is a personal ""Focus Time (self)"" event where you are the organizer and there are no other attendees. The cancel action is intended for meetings with other attendees; decline/delete don't apply because you're the organizer. Safe fallback is to keep the event unchanged.",keep,keep,FALSE,19,2026-09-04T14:19:00.263Z,2026-09-04T14:19:00.263Z
79,2026-09-04T14:19:00.163Z,Company Town Hall,11.09.2026,TRUE,stay_informed,0.9,"Subject is 'Company Town Hall' with ~51 other attendees, indicating a large all-hands/company update where the user is one of many attendees and the content is important to stay informed.",keep,0.9,"This is a company town hall with ~51 other attendees and the user is not the organizer. No response is requested. As a broad all-hands style event where the user is one of many, leave it on the calendar so they stay informed.",keep,keep,FALSE,20,2026-09-04T14:19:00.264Z,2026-09-04T14:19:00.264Z
79,2026-09-04T14:19:00.163Z,Client Demo (you present),11.09.2026,TRUE,active_contribution,0.9,"Subject explicitly states 'Client Demo (you present)', indicating the user must actively present/deliver content to a client. This is a clear signal of active contribution and potential client-facing impact, so the event should be protected.",decline,0.7,"You are an invited presenter, a response is requested, and you will be out of office. Declining notifies the organizer and attendees so they can reassign or reschedule the client demo.",keep,keep,FALSE,21,2026-09-04T14:19:00.264Z,2026-09-04T14:19:00.264Z
79,2026-09-04T14:19:00.163Z,Board Preparation Meeting,11.09.2026,TRUE,active_contribution,0.9,User is the organizer of a 'Board Preparation Meeting' — the subject implies they must lead or actively contribute to prepare board materials/briefing. Meeting with several attendees increases importance; cancelling would disrupt preparation.,cancel,0.9,"You are the meeting organizer and there are 6 other attendees; cancelling will notify all participants and remove the event for everyone, which is appropriate while you are out of office.",keep,keep,FALSE,22,2026-09-04T14:19:00.265Z,2026-09-04T14:19:00.265Z
80,2026-09-04T14:21:24.869Z,Team Sync,07.09.2026,TRUE,active_contribution,0.8,"User is the organizer of a small ""Team Sync"" with three other attendees. As organizer of a small team meeting the user is likely expected to lead or actively contribute, which fits the active_contribution protection signal.",cancel,0.9,"You are the organizer of a single-instance Team Sync with 3 other attendees and a response is requested. As organizer, cancelling will notify all attendees and remove the event for everyone, which is appropriate while you're out of office.",keep,keep,FALSE,23,2026-09-04T14:21:25.054Z,2026-09-04T14:21:25.054Z
80,2026-09-04T14:21:24.869Z,Project Kickoff,07.09.2026,TRUE,active_contribution,0.9,"User is the organizer of a 'Project Kickoff' with a small group (5 other attendees). Kickoffs typically require the organizer to lead/set direction, so there is a clear signal the user must actively contribute.",cancel,0.9,"You are the organizer and there are 5 other attendees; as organizer of a non-recurring meeting with responses requested, cancelling will notify participants and remove the event while you are out of office.",keep,keep,FALSE,24,2026-09-04T14:21:25.055Z,2026-09-04T14:21:25.055Z
80,2026-09-04T14:21:24.869Z,Budget review,08.09.2026,FALSE,none,0.3,"Subject 'Budget review' could be important but there is no clear signal that the user must actively contribute (not the organizer) or that this is a career/relationship-critical or large all-hands event. With 5 other attendees this is ambiguous, so do not protect.",decline,0.9,"You are not the organizer, the meeting has a requested response, and it's a small non-recurring meeting. Declining notifies the organizer/attendees while leaving the event on others' calendars.",decline,keep,TRUE,25,2026-09-04T14:21:25.056Z,2026-09-04T14:21:25.056Z
80,2026-09-04T14:21:24.869Z,Cross-Team Planning,08.09.2026,FALSE,none,0.35,"Subject is a general ""Cross-Team Planning"" with many attendees (13 others) and the user is not the organizer. This suggests a collaborative session rather than a clear signal that the user must actively contribute, hold decision authority, or that it is a career/relationship-critical or company-wide update. Role is ambiguous from given fields, so do not protect.",decline,0.9,"You are an invitee (not the organizer), a response is requested, and the meeting is a single-instance cross-team planning with multiple attendees. Declining is the appropriate way to notify the organizer and remove yourself from the attendee list while leaving the event intact for others.",decline,keep,TRUE,26,2026-09-04T14:21:25.062Z,2026-09-04T14:21:25.062Z
80,2026-09-04T14:21:24.869Z,Weekly (tbd),09.09.2026,FALSE,none,0.2,"Subject is generic ('Weekly (tbd)'), not the organizer, only 4 other attendees and not marked recurring. No clear signal that the user must actively contribute, that this is relationship/career-critical, or a large important update. Ambiguous/weak intent so do not protect.",decline,0.9,"You are an invitee (not the organizer), the invitation requests a response, and this is a single meeting during your out-of-office period. Declining will notify the organizer and other attendees without cancelling the event for others.",decline,keep,TRUE,27,2026-09-04T14:21:25.063Z,2026-09-04T14:21:25.063Z
80,2026-09-04T14:21:24.869Z,Quick Catch-Up,10.09.2026,FALSE,none,0.3,"Subject is generic and informal ('Quick Catch-Up'), user is not the organizer, small group but no clear signal they must lead or that this is career/relationship-critical. Ambiguous intent, so do not protect.",delete,0.9,"User is an invitee (not organizer), a response is not requested, and this is a single small meeting — remove it from the user's calendar during out-of-office without notifying others.",delete,keep,TRUE,28,2026-09-04T14:21:25.064Z,2026-09-04T14:21:25.064Z
80,2026-09-04T14:21:24.869Z,Review with Prof. (Supervisor),10.09.2026,TRUE,relationship_career,0.9,Subject explicitly names a supervisor and is a 'Review' — a small (2 other attendees) meeting the user organizes. This signals a relationship- or career-critical 1:1/near-1:1 review where cancelling would have social/professional cost.,cancel,0.9,"You are the organizer of a non-recurring meeting with 2 other attendees and responses are requested. Since you're out of office, cancelling will notify attendees and remove the event for everyone. ",keep,keep,FALSE,29,2026-09-04T14:21:25.065Z,2026-09-04T14:21:25.065Z
80,2026-09-04T14:21:24.869Z,Focus Time (self),10.09.2026,FALSE,none,0.9,"Subject indicates personal focus time with no other attendees. Although you are the organizer, there is no signal of active contribution to others, relationship/career importance, or a large informational event, so it should not be protected during out-of-office.",keep,0.9,"This is a self-organized Focus Time with no other attendees. Since you are the organizer and no one else is invited, there's no need to cancel or decline; keep the event on your calendar.",keep,keep,FALSE,30,2026-09-04T14:21:25.066Z,2026-09-04T14:21:25.066Z
80,2026-09-04T14:21:24.869Z,Company Town Hall,11.09.2026,TRUE,stay_informed,0.9,"Subject is 'Company Town Hall' with ~51 other attendees, matching a large company-wide update where attendance is important to stay informed. Clear signal for 'stay_informed' intent.",keep,0.9,"This is a company town hall (all-hands) with ~51 attendees, you are not the organizer and no response is requested. Such large/important meetings are best left on your calendar so you can stay informed; do not cancel/decline/delete on behalf of others.",keep,keep,FALSE,31,2026-09-04T14:21:25.067Z,2026-09-04T14:21:25.067Z
80,2026-09-04T14:21:24.869Z,Client Demo (you present),11.09.2026,TRUE,active_contribution,0.95,"Subject explicitly states 'Client Demo (you present)', indicating the user will actively present to a client. This is both an active-contribution role and relationship-/career-critical (client-facing) meeting with multiple attendees, so it should be protected.",decline,0.8,"You are not the organizer, the invitation requests a response, and you are scheduled to present; since you'll be out of office and cannot attend, the appropriate action is to decline (optionally include a note proposing a reschedule or a replacement).",keep,keep,FALSE,32,2026-09-04T14:21:25.068Z,2026-09-04T14:21:25.068Z
80,2026-09-04T14:21:24.869Z,Board Preparation Meeting,11.09.2026,TRUE,active_contribution,0.9,"As organizer of a 'Board Preparation Meeting' the user is likely driving content and must actively contribute to prepare for a board (high-stakes). The subject explicitly indicates preparatory work for a board, which carries clear responsibility and professional importance.",cancel,0.9,You are the organizer of a non-recurring meeting with 6 other attendees; canceling will notify all participants and remove the event from everyone's calendars while you are out of office.,keep,keep,FALSE,33,2026-09-04T14:21:25.069Z,2026-09-04T14:21:25.069Z
81,2026-09-04T14:23:13.019Z,Team Sync,07.09.2026,TRUE,active_contribution,0.8,"You are the organizer of a small 'Team Sync' with only three other attendees. That combination strongly suggests you will actively lead or contribute to the meeting, so it should be kept during out-of-office.",cancel,0.9,You are the organizer of a non-recurring Team Sync with 3 attendees and responses are requested; canceling will notify all participants and remove the meeting from everyone’s calendars while you are out of office.,keep,keep,FALSE,34,2026-09-04T14:23:13.121Z,2026-09-04T14:23:13.121Z
81,2026-09-04T14:23:13.019Z,Project Kickoff,07.09.2026,TRUE,active_contribution,0.85,"User is the organizer of a 'Project Kickoff' with multiple attendees; kickoff meetings typically require the organizer to set direction and lead discussion, indicating active contribution.",cancel,0.9,"You are the organizer of a non-recurring meeting with 5 other attendees and responses are requested. As organizer, cancelling will notify attendees and remove the event while you are out of office.",keep,keep,FALSE,35,2026-09-04T14:23:13.121Z,2026-09-04T14:23:13.121Z
81,2026-09-04T14:23:13.019Z,Budget review,08.09.2026,FALSE,none,0.3,"Subject 'Budget review' could be important, but there is no clear signal of required active contribution (user is not organizer) or relationship/career criticality. Attendee count (5 others) is small but does not by itself indicate the user must present or that this is a company-wide update. Ambiguous intent, so do not protect.",decline,0.9,"You are an invitee (not the organizer), a response is requested, and this is a single event. Declining is the appropriate action to notify the organizer and other attendees while removing it from your calendar.",decline,keep,TRUE,36,2026-09-04T14:23:13.122Z,2026-09-04T14:23:13.122Z
81,2026-09-04T14:23:13.019Z,Cross-Team Planning,08.09.2026,FALSE,none,0.3,"Subject indicates a cross-team planning meeting with many attendees (13) and the user is not the organizer. This could be collaborative or informational, but there is no clear signal that the user must actively contribute (present/decide) nor that it is a career/relationship-critical 1:1 or a large all-hands. Ambiguous intent, so do not protect.",decline,0.9,"You are an invitee (not the organizer), the invitation requests a response, and this is a single meeting. Declining is appropriate so others know you will be absent while not removing the event for attendees.",decline,keep,TRUE,37,2026-09-04T14:23:13.123Z,2026-09-04T14:23:13.123Z
81,2026-09-04T14:23:13.019Z,Weekly (tbd),09.09.2026,FALSE,none,0.2,"Subject is vague ('Weekly (tbd)') and provides no clear signal of the user being the driver or the meeting being relationship-/career-critical or a large all-hands. The user is not the organizer and the event is not a series; four other attendees could indicate a small group meeting but intent is ambiguous. Due to lack of clear intent, do not protect.",decline,0.9,"You are an invitee (not the organizer), a response is requested, and this is a single-instance meeting during your out-of-office period. Declining is the appropriate action to notify the organizer and remove it from your calendar while leaving the event for others.",decline,keep,TRUE,38,2026-09-04T14:23:13.123Z,2026-09-04T14:23:13.123Z
81,2026-09-04T14:23:13.019Z,Quick Catch-Up,10.09.2026,FALSE,none,0.9,"Subject is generic ('Quick Catch-Up'), the user is not the organizer, and there are only three other attendees. There is no clear signal the user must actively contribute, that this is a career/relationship-critical 1:1, or that it is a broad update to stay informed.",delete,0.9,You are not the organizer and the invitation does not request a response; remove the event from your own calendar during out-of-office to avoid clutter without notifying others.,delete,keep,TRUE,39,2026-09-04T14:23:13.124Z,2026-09-04T14:23:13.124Z
81,2026-09-04T14:23:13.019Z,Review with Prof. (Supervisor),10.09.2026,TRUE,relationship_career,0.9,Subject explicitly names a supervisor and is a small review the user organized with two others. This is a career/relationship-critical meeting (supervisor review) where cancelling would carry professional cost and likely requires the user's active participation.,cancel,0.9,"You are the organizer and there are other attendees (2). As organizer, cancelling the meeting will notify participants and remove it from everyone's calendars, which is appropriate during an out-of-office period.",keep,keep,FALSE,40,2026-09-04T14:23:13.125Z,2026-09-04T14:23:13.125Z
81,2026-09-04T14:23:13.019Z,Focus Time (self),10.09.2026,FALSE,none,0.9,"Subject indicates personal ""Focus Time"" with the user as sole organizer and zero other attendees. No clear signals of active contribution, relationship/career importance, or a large informational meeting — therefore not protected.",keep,0.35,"You are the organizer and there are no other attendees (a personal 'Focus Time' block). Because 'cancel' is intended for organized meetings with attendees and 'delete' applies to invited events, the safe choice is to leave this personal event unchanged during out-of-office. Low confidence because the best action could be to simply remove it, but that isn't clearly covered by the allowed actions for an organizer with zero attendees.",keep,keep,FALSE,41,2026-09-04T14:23:13.125Z,2026-09-04T14:23:13.125Z
81,2026-09-04T14:23:13.019Z,Company Town Hall,11.09.2026,TRUE,stay_informed,0.9,"Subject explicitly indicates a company town hall with ~51 other attendees. Town halls are large company-wide update meetings where the user is one of many attendees and the content is important to stay informed, so the event should be preserved during out-of-office.",keep,0.9,"This is a company town hall with ~51 other attendees (an all‑hands style meeting). You are not the organizer and no response is requested; such large, informational events are best left on your calendar so you remain informed.",keep,keep,FALSE,42,2026-09-04T14:23:13.126Z,2026-09-04T14:23:13.126Z
81,2026-09-04T14:23:13.019Z,Client Demo (you present),11.09.2026,TRUE,active_contribution,0.9,"Subject explicitly states 'Client Demo (you present)' — the user is the presenter and must actively contribute. This is also a client-facing meeting (relationship/career significance), so it should be kept during out-of-office.",decline,0.7,"You are not the organizer, a response is requested, and this is a single-instance meeting. Because you were asked to present but will be out of office, the appropriate action is to decline so attendees are informed and can reassign or reschedule.",keep,keep,FALSE,43,2026-09-04T14:23:13.127Z,2026-09-04T14:23:13.127Z
81,2026-09-04T14:23:13.019Z,Board Preparation Meeting,11.09.2026,TRUE,active_contribution,0.9,You are the organizer of a 'Board Preparation Meeting' with six other attendees—preparing for a board typically requires you to actively drive content/decisions and likely hold key knowledge. This is a clear signal of active contribution and potential relationship/career impact.,cancel,0.9,You are the organizer of this one-off Board Preparation Meeting with 6 other attendees and responses are requested; as organizer the appropriate action while you are out of office is to cancel so attendees are notified and the meeting is removed for all.,keep,keep,FALSE,44,2026-09-04T14:23:13.128Z,2026-09-04T14:23:13.128Z
82,2026-09-04T14:25:40.740Z,Team Sync,07.09.2026,FALSE,none,0.3,"Subject 'Team Sync' with you as organizer and three other attendees suggests a small team meeting, but it is not a clear signal that you must actively contribute (present, chair, or be sole knowledge holder) nor that this is relationship- or career-critical or a large all-hands. Ambiguous intent (could be a routine coordination meeting) so do not protect.",cancel,0.9,"You are the meeting organizer and there are 3 other attendees; canceling will notify everyone and remove the meeting from all calendars. A response was requested, so cancelling is the appropriate action during your out-of-office period.",cancel,keep,TRUE,45,2026-09-04T14:25:40.830Z,2026-09-04T14:25:40.830Z
82,2026-09-04T14:25:40.740Z,Project Kickoff,07.09.2026,TRUE,active_contribution,0.9,"As the organizer of a 'Project Kickoff' with a small group (5 others), the user is likely driving the agenda/introductions and must actively contribute to set direction—clear signal to protect.",cancel,0.9,"You are the organizer of this one-off meeting with 5 other attendees and responses were requested. As organizer, cancelling will notify attendees and remove the event from everyone's calendars while you are out of office.",keep,keep,FALSE,46,2026-09-04T14:25:40.831Z,2026-09-04T14:25:40.831Z
82,2026-09-04T14:25:40.740Z,Budget review,08.09.2026,FALSE,none,0.3,"Subject 'Budget review' suggests importance but intent is ambiguous. You are not the organizer and attendee roles/responsibilities are unknown; could be informational or decision-focused. No clear signal that you must actively contribute, that this is career-critical, or that it's a large all-hands. Therefore do not protect.",decline,0.9,"You are an invitee (not the organizer), a response is requested, and there are other attendees. Declining will notify the organizer/attendees while leaving the meeting on others' calendars.",decline,keep,TRUE,47,2026-09-04T14:25:40.832Z,2026-09-04T14:25:40.832Z
82,2026-09-04T14:25:40.740Z,Cross-Team Planning,08.09.2026,FALSE,none,0.3,"Subject 'Cross-Team Planning' with 13 other attendees and not the organizer suggests a mid-size collaborative meeting. There is no clear signal the user must actively contribute (present/chair/sole decision-maker), that it is a relationship- or career-critical 1:1, or that it is a large all-hands requiring mandatory attendance. Ambiguous intent -> do not protect.",decline,0.9,"You are an invitee (not the organizer), a response is requested, and this is a single meeting with many attendees. Declining notifies the organizer/attendees while leaving the event on others' calendars.",decline,keep,TRUE,48,2026-09-04T14:25:40.833Z,2026-09-04T14:25:40.833Z
82,2026-09-04T14:25:40.740Z,Weekly (tbd),09.09.2026,FALSE,none,0.2,"Title 'Weekly (tbd)' is generic and ambiguous. You are not the organizer and there are 4 other attendees; the event is single-instance (not recurring). There is no clear signal that you must actively contribute, that it is career/relationship-critical, or that it is a large all-hands to stay informed. Insufficient evidence to protect.",decline,0.9,"You are an invitee (not the organizer), the invite requests a response, and this is a single meeting. Declining is appropriate so others keep the event and are notified of your absence.",decline,keep,TRUE,49,2026-09-04T14:25:40.833Z,2026-09-04T14:25:40.833Z
82,2026-09-04T14:25:40.740Z,Quick Catch-Up,10.09.2026,FALSE,none,0.25,"Subject is generic ('Quick Catch-Up'), you are not the organizer, there are 3 other attendees and it's not recurring. No clear signal that you must actively contribute, that it's career/relationship-critical, or that it is a company-wide update. Ambiguous/low-importance meeting.",delete,0.9,"You are not the organizer, there are a small number of attendees, and the invitation does not request a response. For out-of-office, removing the entry from your personal calendar (delete) is appropriate so others are unaffected and no organizer notification is needed.",delete,keep,TRUE,50,2026-09-04T14:25:40.834Z,2026-09-04T14:25:40.834Z
82,2026-09-04T14:25:40.740Z,Review with Prof. (Supervisor),10.09.2026,TRUE,relationship_career,0.9,"Subject explicitly names 'Prof. (Supervisor)', indicating a supervisory relationship; the user is the organizer and the meeting is small (2 other attendees), consistent with a career-critical review where cancelling would carry social/professional cost.",cancel,0.9,"You are the organizer of a small meeting (2 other attendees) and a response is requested. As organizer, cancelling will notify all attendees and remove the event from everyone’s calendars while you are out of office.",keep,keep,FALSE,51,2026-09-04T14:25:40.835Z,2026-09-04T14:25:40.835Z
82,2026-09-04T14:25:40.740Z,Focus Time (self),10.09.2026,FALSE,none,0.9,"Subject indicates personal ""Focus Time"" and there are zero other attendees. The user is the organizer and this is not a recurring collaborative event, so there is no clear intent requiring protection (no active contribution to others, no relationship/career meeting, no all-hands to stay informed).",keep,0.9,"You are the organizer and there are no other attendees; this is a personal focus block. No one else will be affected by leaving it, so keep it unchanged as it likely reflects your intended personal schedule.",keep,keep,FALSE,52,2026-09-04T14:25:40.836Z,2026-09-04T14:25:40.836Z
82,2026-09-04T14:25:40.740Z,Company Town Hall,11.09.2026,TRUE,stay_informed,0.9,Subject explicitly indicates a company town hall (all-hands) with a large attendee count (51). This matches the 'stay_informed' intent where attendance is important even if the user is not an active contributor.,keep,0.9,"Company Town Hall with ~51 other attendees, not the organizer, and no response requested. All-hands/town-hall style meetings are important to keep on the calendar so the user stays informed; leaving it unchanged is the safe option.",keep,keep,FALSE,53,2026-09-04T14:25:40.837Z,2026-09-04T14:25:40.837Z
82,2026-09-04T14:25:40.740Z,Client Demo (you present),11.09.2026,TRUE,active_contribution,0.95,"Subject explicitly states 'Client Demo (you present)', which is a clear signal the user must actively present/drive the meeting content. This is not recurring and involves multiple attendees, so cancelling would disrupt the user's required contribution.",keep,0.8,You are not the organizer but are the presenter for a client demo with several attendees and a response requested. This is a critical role-specific meeting where automatic decline or deletion could cause client impact; leave it untouched so you can arrange coverage or follow up rather than auto-cancel.,keep,keep,FALSE,54,2026-09-04T14:25:40.838Z,2026-09-04T14:25:40.838Z
